gender_gt,income_gt,education_gt,gender_pred,income_pred,education_pred,MSE_Loss,,,,,,,,
0,0,0,0,0,0,0.018106537,,,,,,,,
0,0,1,0,0,1,0.003692134,,,,,,,,
0,0,1,0,0,1,0.000510504,,,,,,,,
0,0,1,0,0,1,0.007931893,,,,,,,,
0,1,0,0,1,0,0.045378894,,,,,,,,
0,1,1,0,1,1,0.001052753,,,,,,,,
1,0,0,0,0,1,0.06722495,,,,,,,,
0,1,1,0,1,1,0.002870534,,,,,,,,
1,1,0,1,1,0,0.002064187,,,,,,,,
0,1,1,0,1,1,0.018337103,,,,,,,,
1,1,1,1,1,1,0.009404651,,,,,,,,
0,0,1,0,0,1,0.003049913,,,,,,,,
0,1,0,0,1,0,0.021728717,,,,,,,,
0,1,0,0,0,1,0.06662082,,,,,,,,
0,1,1,0,1,1,2.75E-05,,,,,,,,
0,0,0,0,0,0,0.025238298,,,,,,,,
0,1,1,0,1,1,0.005498813,,,,,,,,
1,0,0,1,0,0,0.006140796,,,,,,,,
0,1,1,0,1,1,0.000784187,,,,,,,,
0,1,0,0,1,0,0.03061346,,,,,,,,
1,1,0,1,1,0,0.006352503,,,,,,,,
0,0,0,0,0,0,0.000351597,,,,,,,,
0,0,0,0,0,0,0.008969674,,,,,,,,
0,0,0,0,0,1,0.003760419,,,,,,,,
1,1,1,1,1,1,0.024379568,,,,,,,,
1,0,1,1,0,1,0.013848049,,,,,,,,
0,1,1,0,1,1,0.004627329,,,,,,,,
1,0,0,0,0,1,0.003682995,,,,,,,,
1,1,1,1,1,1,0.015663905,,,,,,,,
0,1,0,0,1,0,0.007226561,,,,,,,,
1,0,1,1,0,1,0.00654974,,,,,,,,
1,0,1,1,0,1,0.04030556,,,,,,,,
0,0,0,0,0,0,0.032987684,,,,,,,,
0,0,1,0,0,1,6.43E-05,,,,,,,,
0,0,1,0,0,1,0.013756332,,,,,,,,
0,1,1,0,1,1,0.032251082,,,,,,,,
1,0,1,1,0,1,0.006462833,,,,,,,,
1,0,1,1,0,1,0.069497146,,,,,,,,
0,0,1,0,0,1,0.009262127,,,,,,,,
0,1,0,0,1,0,0.020621002,,,,,,,,
1,0,0,1,0,0,0.000433584,,,,,,,,
0,0,1,0,0,1,0.008522507,,,,,,,,
0,0,1,0,0,1,0.003692428,,,,,,,,
0,0,1,0,0,1,0.002889685,,,,,,,,
0,1,1,0,1,1,0.013081748,,,,,,,,
1,0,1,1,0,1,0.012197077,,,,,,,,
0,0,0,1,0,0,0.009182159,,,,,,,,
1,0,0,1,0,0,0.09152099,,,,,,,,
0,1,1,0,1,1,0.018352073,,,,,,,,
0,0,0,0,0,0,0.2523839,,,,,,,,
0,0,1,0,0,1,0.020642858,,,,,,,,
0,1,0,0,1,0,0.004044907,,,,,,,,
0,1,1,0,1,1,0.02837892,,,,,,,,
1,1,0,1,1,0,0.013007453,,,,,,,,
0,0,0,0,0,0,0.012563892,,,,,,,,
1,0,0,1,0,0,0.01883661,,,,,,,,
0,0,0,0,0,0,0.012663519,,,,,,,,
0,1,1,0,0,1,0.002349741,,,,,,,,
1,1,1,1,1,1,0.016607774,,,,,,,,
0,1,1,0,1,1,0.015812818,,,,,,,,
1,0,1,1,0,1,0.000588856,,,,,,,,
0,0,1,0,0,1,0.040453456,,,,,,,,
1,1,0,1,1,0,0.024587335,,,,,,,,
0,0,1,0,0,1,0.008947394,,,,,,,,
0,0,1,0,0,1,0.006577759,,,,,,,,
1,0,0,0,0,1,0.003754889,,,,,,,,
1,0,0,0,1,1,4.32E-05,,,,,,,,
1,0,0,1,0,0,0.012792489,,,,,,,,
0,0,1,0,0,1,0.003629567,,,,,,,,
1,0,1,1,0,1,0.0215288,,,,,,,,
1,1,1,1,1,1,0.016565045,,,,,,,,
1,0,1,1,0,1,0.01656139,,,,,,,,
1,0,1,0,0,1,0.003735814,,,,,,,,
0,1,1,0,0,1,0.08035346,,,,,,,,
0,0,0,0,0,0,0.002170547,,,,,,,,
1,0,1,1,0,1,0.002368778,,,,,,,,
1,0,1,1,0,1,0.00082443,,,,,,,,
1,0,1,1,0,1,0.025966322,,,,,,,,
0,0,1,0,0,1,0.003522861,,,,,,,,
0,0,1,0,0,1,0.027559219,,,,,,,,
0,0,1,0,0,1,0.105854675,,,,,,,,
0,1,1,0,1,1,0.027978158,,,,,,,,
0,0,1,0,0,1,0.06686725,,,,,,,,
0,0,0,0,0,1,0.066778846,,,,,,,,
1,1,0,1,1,0,0.042584408,,,,,,,,
0,0,0,0,0,0,0.036191665,,,,,,,,
0,1,1,0,1,1,0.035631757,,,,,,,,
1,0,1,1,0,1,0.041226234,,,,,,,,
1,0,0,1,0,0,0.026074613,,,,,,,,
0,0,0,0,1,0,9.38E-05,,,,,,,,
0,0,0,0,0,0,0.021863118,,,,,,,,
0,0,1,0,0,1,0.052549146,,,,,,,,
0,1,0,0,1,0,0.016954146,,,,,,,,
1,0,1,1,0,1,0.003982029,,,,,,,,
1,1,1,0,0,1,0.002924578,,,,,,,,
1,0,1,0,0,1,0.003436126,,,,,,,,
1,1,1,1,1,1,0.013258334,,,,,,,,
0,0,0,0,0,0,0.001375928,,,,,,,,
0,0,1,0,0,1,0.007262111,,,,,,,,
0,0,1,0,0,1,0.014861945,,,,,,,,
0,0,1,0,0,1,0.015323422,,,,,,,,
1,0,0,1,0,0,0.008618686,,,,,,,,
0,0,1,0,0,1,0.00733257,,,,,,,,
0,0,1,0,0,1,0.014878279,,,,,,,,
0,0,0,0,0,0,0.014189713,,,,,,,,
1,0,1,1,0,1,0.03181107,,,,,,,,
0,1,0,0,0,1,0.003164823,,,,,,,,
1,0,1,1,0,1,0.12343352,,,,,,,,
1,0,0,1,0,0,0.037953068,,,,,,,,
0,1,1,0,1,1,0.007424862,,,,,,,,
1,1,1,1,1,1,0.052258685,,,,,,,,
1,1,0,1,1,0,0.03390304,,,,,,,,
0,0,0,0,1,1,2.84E-05,,,,,,,,
1,1,0,1,1,0,0.01503164,,,,,,,,
1,1,1,0,0,1,0.003631924,,,,,,,,
0,1,1,0,0,1,0.003712693,,,,,,,,
0,0,0,0,0,0,0.03366268,,,,,,,,
1,0,1,1,0,1,0.006555041,,,,,,,,
0,1,1,0,1,1,0.001796823,,,,,,,,
1,0,1,1,0,1,0.005248683,,,,,,,,
1,0,1,1,0,1,0.013371557,,,,,,,,
0,0,1,0,0,1,0.003993183,,,,,,,,
0,1,1,0,1,1,0.020180846,,,,,,,,
1,1,1,0,1,1,2.78E-05,,,,,,,,
1,0,0,1,0,0,0.016167589,,,,,,,,
0,1,1,0,0,1,9.70E-05,,,,,,,,
1,0,0,1,0,0,0.023390245,,,,,,,,
0,1,1,0,1,1,0.048721533,,,,,,,,
0,0,1,0,0,1,0.003169098,,,,,,,,
0,0,0,0,0,0,0.09356165,,,,,,,,
0,1,0,0,1,0,0.017214075,,,,,,,,
0,1,0,0,1,0,0.00642798,,,,,,,,
1,1,1,1,1,1,0.009009963,,,,,,,,
0,1,1,0,1,1,0.009035602,,,,,,,,
0,0,0,1,1,1,0.0351529,,,,,,,,
0,0,1,0,0,1,0.021164605,,,,,,,,
0,1,0,0,1,0,0.008738487,,,,,,,,
0,1,1,0,1,1,0.03845397,,,,,,,,
0,0,1,0,0,1,0.033116758,,,,,,,,
0,1,0,0,1,0,0.03148,,,,,,,,
1,1,1,1,1,1,0.007261627,,,,,,,,
1,1,0,1,1,0,0.039438784,,,,,,,,
1,1,1,1,1,1,0.002307649,,,,,,,,
0,1,1,0,1,1,0.006763171,,,,,,,,
0,0,0,0,0,1,0.003809214,,,,,,,,
1,0,0,0,0,1,0.003733564,,,,,,,,
0,0,0,0,0,0,0.000951019,,,,,,,,
1,0,1,1,0,1,0.020764401,,,,,,,,
1,0,0,1,0,0,0.032281026,,,,,,,,
1,1,1,1,1,1,0.004330106,,,,,,,,
0,1,1,0,1,1,0.026579894,,,,,,,,
0,1,0,0,1,0,0.017560162,,,,,,,,
0,1,1,0,1,1,0.007159783,,,,,,,,
0,0,1,0,0,1,0.06696021,,,,,,,,
0,0,1,0,0,1,0.000282522,,,,,,,,
0,0,0,0,0,1,0.001723459,,,,,,,,
1,0,1,1,0,1,0.007317909,,,,,,,,
0,0,1,0,0,1,0.015742136,,,,,,,,
0,0,1,0,0,1,0.00458452,,,,,,,,
0,1,0,0,0,1,0.00315122,,,,,,,,
0,1,0,0,1,0,0.022731775,,,,,,,,
0,0,0,0,0,0,0.000243593,,,,,,,,
1,1,0,1,1,0,0.001882225,,,,,,,,
0,0,1,0,0,1,0.001459029,,,,,,,,
1,1,1,1,1,1,0.000163477,,,,,,,,
1,0,1,1,0,1,0.00683988,,,,,,,,
0,1,1,0,1,1,0.002091631,,,,,,,,
1,1,0,1,1,0,0.011109606,,,,,,,,
1,1,0,1,1,0,0.007034398,,,,,,,,
1,0,0,1,0,0,0.04212129,,,,,,,,
1,1,1,0,0,1,0.003814064,,,,,,,,
1,0,0,0,0,1,0.1269372,,,,,,,,
1,1,0,1,1,0,0.00206463,,,,,,,,
0,0,1,0,0,1,0.000355497,,,,,,,,
0,0,1,0,0,1,0.004202792,,,,,,,,
0,1,0,0,1,0,0.00027679,,,,,,,,
1,1,1,1,1,1,0.009627511,,,,,,,,
0,1,1,0,1,1,0.013172951,,,,,,,,
0,0,0,0,0,0,0.028006233,,,,,,,,
0,1,0,0,1,0,0.000659717,,,,,,,,
1,1,1,1,1,1,2.97E-05,,,,,,,,
1,0,1,1,0,1,0.020023761,,,,,,,,
0,1,0,0,1,0,0.038037855,,,,,,,,
0,1,1,0,1,1,0.014375584,,,,,,,,
1,1,1,1,1,1,0.005300012,,,,,,,,
1,0,0,0,0,1,0.003739932,,,,,,,,
0,0,1,0,0,1,0.022770079,,,,,,,,
0,0,1,0,0,1,0.006559251,,,,,,,,
1,1,0,1,1,0,0.013605139,,,,,,,,
0,0,1,0,0,1,0.005490871,,,,,,,,
1,1,0,0,0,1,0.003375995,,,,,,,,
0,0,1,0,0,1,0.011385287,,,,,,,,
0,0,1,0,0,1,0.000593276,,,,,,,,
0,1,1,0,1,1,0.000573459,,,,,,,,
1,1,1,1,1,1,0.013014183,,,,,,,,
0,1,1,0,1,1,0.001854046,,,,,,,,
0,0,1,0,0,1,0.019232424,,,,,,,,
0,0,1,0,0,1,0.00364209,,,,,,,,
0,1,1,0,1,1,0.022713456,,,,,,,,
0,0,0,0,0,0,0.008700019,,,,,,,,
1,1,1,1,1,1,0.022130223,,,,,,,,
0,0,1,0,0,1,0.003140246,,,,,,,,
0,0,0,0,0,0,0.007983316,,,,,,,,
0,0,0,0,0,0,0.08252148,,,,,,,,
0,0,1,0,0,1,0.020089727,,,,,,,,
0,1,1,0,1,1,0.073300354,,,,,,,,
0,0,1,0,0,1,0.04676794,,,,,,,,
0,1,1,0,1,1,0.023133554,,,,,,,,
0,0,1,0,0,1,0.031002235,,,,,,,,
0,1,0,0,0,1,0.002815577,,,,,,,,
0,0,1,0,0,1,0.035585538,,,,,,,,
0,0,0,0,0,0,0.050632615,,,,,,,,
1,0,0,1,0,0,0.000446958,,,,,,,,
0,1,1,0,0,1,0.003717111,,,,,,,,
0,1,1,0,1,1,0.008368584,,,,,,,,
0,1,0,1,1,0,0.00022592,,,,,,,,
0,0,0,0,0,0,0.040181085,,,,,,,,
1,0,1,1,0,1,0.002819991,,,,,,,,
0,0,1,0,0,1,0.021881403,,,,,,,,
1,0,0,0,1,1,3.04E-05,,,,,,,,
1,1,1,1,1,1,0.001380452,,,,,,,,
0,0,1,0,0,1,0.010213083,,,,,,,,
0,0,1,0,0,1,0.001826543,,,,,,,,
0,1,1,1,1,1,0.007894117,,,,,,,,
0,1,0,0,1,0,0.001541629,,,,,,,,
0,1,0,0,0,1,0.03552469,,,,,,,,
0,1,0,0,1,0,0.00795597,,,,,,,,
0,1,1,0,1,1,0.007679726,,,,,,,,
0,1,1,0,1,1,0.001038835,,,,,,,,
0,0,1,0,0,1,0.000715831,,,,,,,,
0,1,1,0,1,1,0.003986183,,,,,,,,
0,1,1,0,0,1,0.06704583,,,,,,,,
0,0,0,0,0,0,0.006279216,,,,,,,,
1,1,1,1,1,1,0.03082193,,,,,,,,
0,1,1,0,1,1,0.052438382,,,,,,,,
0,1,1,0,1,1,0.000180638,,,,,,,,
0,0,1,0,0,1,0.018706482,,,,,,,,
0,1,0,0,1,0,0.000648241,,,,,,,,
0,0,0,0,0,0,0.01874504,,,,,,,,
1,0,1,0,0,1,0.007081155,,,,,,,,
0,0,0,0,0,0,0.01382477,,,,,,,,
1,0,0,0,0,0,0.019282918,,,,,,,,
0,1,1,1,1,1,0.04979724,,,,,,,,
1,1,1,1,1,1,0.060042802,,,,,,,,
1,1,1,1,1,1,0.010721374,,,,,,,,
1,1,0,1,1,0,0.019233616,,,,,,,,
1,0,0,1,0,0,0.023483027,,,,,,,,
0,0,1,0,0,1,0.002935539,,,,,,,,
0,0,0,0,0,0,0.017125819,,,,,,,,
1,0,1,1,0,1,0.014475665,,,,,,,,
0,0,1,0,0,1,0.01064871,,,,,,,,
0,0,0,0,0,0,0.001143522,,,,,,,,
0,0,1,0,0,1,0.023239449,,,,,,,,
1,0,1,1,0,1,0.023100574,,,,,,,,
0,0,1,0,0,1,0.14636005,,,,,,,,
1,1,1,1,1,1,0.04522308,,,,,,,,
0,0,1,0,0,1,0.044961225,,,,,,,,
0,1,1,0,1,1,0.03241874,,,,,,,,
1,1,0,0,1,0,5.70E-05,,,,,,,,
1,0,1,0,0,1,0.003739834,,,,,,,,
1,1,0,1,1,0,0.008304831,,,,,,,,
1,1,0,1,1,0,0.010811123,,,,,,,,
1,1,1,1,1,1,0.004107987,,,,,,,,
1,0,0,1,0,0,0.009211709,,,,,,,,
0,1,0,0,0,1,0.003727752,,,,,,,,
0,1,0,0,1,0,0.003037328,,,,,,,,
1,0,0,0,0,1,0.003825035,,,,,,,,
1,0,0,1,0,0,0.02169059,,,,,,,,
0,1,1,0,1,1,0.001151302,,,,,,,,
0,0,1,0,1,1,0.019097105,,,,,,,,
0,0,1,0,0,1,0.009573457,,,,,,,,
0,1,0,0,1,0,0.02332478,,,,,,,,
1,0,0,1,0,0,0.018616464,,,,,,,,
1,0,0,1,0,0,0.008263219,,,,,,,,
0,0,0,0,0,0,0.006639255,,,,,,,,
0,1,1,0,1,1,0.009695671,,,,,,,,
1,0,1,1,0,1,0.00046265,,,,,,,,
0,0,0,0,0,1,0.066989996,,,,,,,,
1,1,0,1,1,1,2.92E-05,,,,,,,,
1,0,0,1,0,0,0.004951232,,,,,,,,
1,1,1,1,1,1,0.006211449,,,,,,,,
0,0,1,0,0,1,0.014770688,,,,,,,,
1,0,1,1,0,1,0.006293892,,,,,,,,
0,0,1,0,0,1,0.001377442,,,,,,,,
0,1,0,0,1,0,7.54E-05,,,,,,,,
0,1,1,0,1,1,0.022432463,,,,,,,,
1,1,1,1,1,1,0.00508287,,,,,,,,
0,1,1,0,1,1,9.33E-05,,,,,,,,
0,0,0,0,0,0,0.01595391,,,,,,,,
0,0,1,0,0,1,0.001557557,,,,,,,,
0,1,1,0,1,1,0.008829692,,,,,,,,
0,1,0,0,1,0,0.022543587,,,,,,,,
0,1,1,0,1,1,0.05453086,,,,,,,,
1,0,1,1,0,1,0.01021711,,,,,,,,
1,1,1,1,1,1,0.03561396,,,,,,,,
1,1,0,1,1,0,0.011050894,,,,,,,,
0,1,0,0,1,0,0.006179727,,,,,,,,
0,1,0,0,1,0,0.0334044,,,,,,,,
1,0,1,1,0,1,0.014201906,,,,,,,,
1,1,1,1,1,1,0.01365734,,,,,,,,
0,0,0,0,0,0,0.000781431,,,,,,,,
0,1,1,0,0,1,0.003723388,,,,,,,,
1,1,0,1,1,0,0.020468568,,,,,,,,
1,0,1,1,0,1,0.07230297,,,,,,,,
0,1,0,0,1,0,0.023350827,,,,,,,,
0,1,1,0,1,1,0.037019696,,,,,,,,
0,0,0,0,0,0,0.014301262,,,,,,,,
0,1,1,0,1,1,0.004144582,,,,,,,,
1,1,0,0,1,0,0.018741239,,,,,,,,
0,1,0,0,1,0,0.004101111,,,,,,,,
0,1,1,0,1,1,0.000359305,,,,,,,,
1,0,0,1,0,0,0.003872998,,,,,,,,
0,0,1,0,0,1,0.017230604,,,,,,,,
0,1,1,0,1,1,0.034185026,,,,,,,,
1,1,0,1,1,0,0.019623032,,,,,,,,
0,0,0,0,0,0,0.0052355,,,,,,,,
0,1,1,0,1,1,0.010094652,,,,,,,,
0,1,1,0,1,1,0.003046724,,,,,,,,
0,1,0,0,1,0,0.005911642,,,,,,,,
1,1,0,0,1,0,0.07188855,,,,,,,,
0,0,1,0,0,1,0.005894681,,,,,,,,
0,0,1,0,0,1,0.02066268,,,,,,,,
0,1,0,0,1,0,0.023301136,,,,,,,,
0,0,1,0,0,1,0.010063529,,,,,,,,
1,1,1,0,0,1,0.07908692,,,,,,,,
0,1,1,1,1,1,0.000104505,,,,,,,,
1,1,0,1,1,0,0.0057836,,,,,,,,
1,0,0,1,0,0,0.001026449,,,,,,,,
1,0,1,1,0,1,0.005984004,,,,,,,,
0,1,0,0,1,0,0.010847918,,,,,,,,
1,1,0,1,1,0,0.014056088,,,,,,,,
1,1,1,1,1,1,0.006529352,,,,,,,,
0,1,0,0,1,0,0.008265387,,,,,,,,
1,1,0,1,1,0,0.018673921,,,,,,,,
0,1,1,0,1,1,0.023393877,,,,,,,,
0,0,1,0,0,1,0.008696739,,,,,,,,
1,1,0,0,0,1,0.003122263,,,,,,,,
0,0,0,0,0,0,0.000218467,,,,,,,,
1,0,0,0,0,1,0.003444347,,,,,,,,
0,0,1,0,1,1,3.24E-05,,,,,,,,
0,1,0,0,1,0,0.058330048,,,,,,,,
1,0,1,1,0,1,0.015985321,,,,,,,,
1,0,0,1,0,0,0.023012483,,,,,,,,
0,1,0,0,1,0,0.026885342,,,,,,,,
0,0,1,0,0,1,0.003844658,,,,,,,,
0,0,1,0,0,1,0.06529787,,,,,,,,
0,0,0,0,0,0,0.00834059,,,,,,,,
1,0,1,0,0,1,8.48E-05,,,,,,,,
0,0,1,0,0,1,0.00822418,,,,,,,,
1,1,1,0,1,1,0.005322847,,,,,,,,
1,0,0,1,0,0,0.000469565,,,,,,,,
1,1,1,1,1,1,0.009766027,,,,,,,,
1,0,1,1,0,1,0.028223712,,,,,,,,
0,0,0,0,0,0,0.013011226,,,,,,,,
0,1,0,1,1,0,0.034734145,,,,,,,,
0,1,1,0,1,1,0.001370331,,,,,,,,
0,1,0,0,1,0,0.002823441,,,,,,,,
0,1,0,0,1,0,0.012960046,,,,,,,,
1,0,0,0,0,1,0.003697239,,,,,,,,
0,1,1,0,1,1,0.017689712,,,,,,,,
0,1,1,0,1,1,0.001833555,,,,,,,,
0,0,1,0,0,1,0.001648544,,,,,,,,
0,0,0,0,0,1,0.003793874,,,,,,,,
0,0,0,0,0,0,0.0145301,,,,,,,,
0,1,0,0,1,0,0.005910171,,,,,,,,
0,0,0,0,0,0,0.00109034,,,,,,,,
0,0,0,0,0,0,0.008666996,,,,,,,,
0,1,0,0,1,0,0.000836313,,,,,,,,
0,1,1,0,0,1,0.003764614,,,,,,,,
1,1,1,1,1,1,0.010275272,,,,,,,,
0,1,1,0,1,1,0.039329544,,,,,,,,
0,0,1,0,0,1,0.034156185,,,,,,,,
0,0,1,0,0,1,0.003780323,,,,,,,,
1,1,1,1,1,1,0.013622034,,,,,,,,
0,1,0,0,1,0,0.006445468,,,,,,,,
0,0,1,0,0,1,0.004228046,,,,,,,,
0,0,1,0,0,1,0.06688786,,,,,,,,
1,0,1,1,0,1,0.002506591,,,,,,,,
1,0,1,1,0,1,0.013192537,,,,,,,,
1,0,1,1,0,1,0.014353815,,,,,,,,
0,1,1,0,1,1,0.018305214,,,,,,,,
0,0,0,0,0,0,0.034090582,,,,,,,,
1,0,1,1,0,1,0.003053493,,,,,,,,
0,1,0,0,1,0,0.002159644,,,,,,,,
0,0,0,0,0,1,0.002706662,,,,,,,,
0,0,1,0,0,1,0.001628388,,,,,,,,
1,0,1,1,0,1,0.042703617,,,,,,,,
1,0,0,1,0,0,0.001234078,,,,,,,,
0,0,0,0,0,0,0.00860066,,,,,,,,
0,0,0,0,0,0,0.021351412,,,,,,,,
0,1,1,0,1,1,0.009644513,,,,,,,,
1,0,1,1,0,1,0.005843295,,,,,,,,
1,0,1,0,0,1,0.003121711,,,,,,,,
0,0,1,0,0,1,0.006042523,,,,,,,,
0,1,0,0,1,0,0.008393781,,,,,,,,
1,0,1,1,0,1,0.002513706,,,,,,,,
1,0,1,1,0,1,0.018929834,,,,,,,,
0,0,1,0,0,1,0.005559261,,,,,,,,
0,1,1,0,1,1,0.04936183,,,,,,,,
0,1,1,0,0,1,0.12744845,,,,,,,,
0,0,1,0,0,1,0.013091279,,,,,,,,
0,0,1,0,0,1,0.02387907,,,,,,,,
0,1,1,0,1,1,0.02393619,,,,,,,,
0,0,0,0,0,0,0.009202316,,,,,,,,
0,0,0,0,0,0,0.002001257,,,,,,,,
1,0,1,1,0,1,0.011164741,,,,,,,,
0,0,0,0,0,0,0.007208332,,,,,,,,
0,0,0,0,0,0,0.012123715,,,,,,,,
0,0,0,0,0,0,0.022166898,,,,,,,,
0,0,1,0,0,1,0.01452134,,,,,,,,
0,1,1,0,0,1,0.07722406,,,,,,,,
1,1,1,1,1,1,0.006250503,,,,,,,,
1,0,0,0,0,1,0.003821665,,,,,,,,
1,1,1,1,1,1,0.003295134,,,,,,,,
0,1,1,0,1,1,0.016695226,,,,,,,,
0,0,0,0,0,0,0.020469092,,,,,,,,
0,0,1,0,0,1,0.048601173,,,,,,,,
1,0,1,1,0,1,0.022689683,,,,,,,,
1,0,1,1,0,1,0.022660049,,,,,,,,
0,0,0,0,0,0,0.007914213,,,,,,,,
1,1,1,1,1,1,0.007495395,,,,,,,,
0,0,1,0,0,1,0.011541453,,,,,,,,
0,0,1,0,0,1,0.015471383,,,,,,,,
1,0,1,1,0,1,0.011026446,,,,,,,,
0,0,1,0,0,1,0.023601124,,,,,,,,
1,1,1,1,1,1,0.033374272,,,,,,,,
1,1,1,1,1,1,0.003116173,,,,,,,,
0,0,1,0,0,1,0.016458603,,,,,,,,
0,0,1,0,0,1,0.018583583,,,,,,,,
0,0,1,1,0,1,0.04289567,,,,,,,,
0,0,1,0,0,1,0.016134612,,,,,,,,
0,0,0,0,0,0,0.018507235,,,,,,,,
0,0,0,0,0,0,0.005442102,,,,,,,,
0,0,1,0,0,1,0.033108868,,,,,,,,
0,0,0,0,0,0,0.00045183,,,,,,,,
0,0,0,0,0,0,0.004501504,,,,,,,,
1,0,1,1,0,1,0.030685142,,,,,,,,
1,1,1,1,1,1,0.06454504,,,,,,,,
0,0,0,0,0,0,0.001764258,,,,,,,,
0,0,1,0,0,1,0.011876142,,,,,,,,
1,1,1,1,1,1,0.004224053,,,,,,,,
1,0,1,1,0,1,0.004945797,,,,,,,,
1,0,1,1,0,1,0.018500697,,,,,,,,
1,1,0,0,0,1,0.003231064,,,,,,,,
0,1,1,0,1,1,0.01481388,,,,,,,,
1,0,1,1,0,1,0.021200974,,,,,,,,
1,0,1,0,0,1,2.83E-05,,,,,,,,
