gender_gt,income_gt,education_gt,gender_pred,income_pred,education_pred,MSE_Loss
1,0,0,1,1,1,0.09162122
0,1,1,0,1,1,0.037499566
1,1,1,1,1,1,0.046003133
1,0,1,1,0,1,0.015609473
1,1,1,1,1,1,0.026812889
0,0,0,0,0,0,0.049882486
0,1,1,0,1,1,0.044038367
0,0,1,0,0,1,0.039682582
1,0,0,1,1,1,0.00076434866
0,1,1,0,1,1,0.1733292
1,1,1,1,1,1,0.036575265
0,1,1,0,1,1,0.008278126
0,0,0,0,1,0,0.08868124
1,1,1,1,1,1,0.12690796
1,1,1,1,1,1,0.0223061
1,1,0,1,1,0,0.036195446
1,1,1,1,1,1,0.019267425
1,0,1,1,0,1,0.015923502
0,1,1,1,1,1,0.0006167034
1,1,0,1,1,0,0.004819364
0,0,1,0,0,1,0.030407112
1,0,1,1,1,1,0.061839156
0,1,1,0,1,1,0.037369136
1,1,1,1,1,1,0.0071368073
1,1,1,1,0,1,0.08245581
1,0,1,1,0,1,0.020311467
1,0,0,1,0,0,0.08458557
1,1,1,1,1,1,0.16455418
0,0,1,1,1,1,0.092551194
1,0,1,1,1,1,0.034296457
1,0,0,0,0,0,0.14818585
1,1,1,1,1,1,0.028987415
0,0,0,0,0,0,0.048293833
0,1,0,0,1,0,0.014041386
1,1,0,1,1,0,0.040634602
0,1,1,0,1,1,0.17506926
1,1,1,1,1,1,0.05164117
0,1,0,0,1,0,0.03251667
0,1,1,0,1,1,0.0052648825
0,1,1,0,1,1,0.04156566
0,1,1,0,1,1,0.04215455
1,1,1,1,1,1,0.16187756
1,1,1,1,1,1,0.104187384
1,0,0,1,0,0,0.0039686244
1,0,1,1,1,1,0.0005748155
1,0,0,1,1,1,0.00083445205
1,1,1,1,1,1,0.0007251874
1,1,1,0,1,1,0.01871232
1,1,1,1,1,1,0.09163228
0,1,0,0,1,0,0.0066777943
0,1,1,0,1,1,0.014861144
0,1,1,0,1,1,0.016267179
1,1,1,1,1,1,0.034757953
1,1,1,1,1,1,0.11108343
1,1,1,1,1,1,0.055097375
1,1,0,1,1,0,0.100629866
0,1,1,0,1,1,0.017692149
0,1,1,0,1,1,0.01867664
0,1,1,0,1,1,0.017604899
1,0,1,1,0,1,0.112806484
1,1,0,1,1,1,0.0011453693
0,1,1,0,1,1,0.021776771
1,1,1,0,1,1,0.018550236
1,0,1,1,0,1,0.0049030967
0,1,1,1,1,1,0.1262061
1,1,1,1,1,1,0.030677134
0,0,1,1,0,1,0.04877296
1,1,1,1,1,1,0.027178764
1,0,1,1,0,1,0.08416916
0,1,1,0,1,1,0.038538553
0,0,0,0,0,0,0.09903161
0,1,1,0,1,1,0.1272895
0,1,1,1,1,1,0.00080181623
0,0,1,1,1,1,0.09190293
0,0,0,0,0,0,0.02525563
1,1,1,0,1,1,0.072623976
0,0,1,0,0,1,0.030338239
1,1,1,1,1,1,0.04585941
1,0,1,1,0,1,0.09853516
1,1,1,1,1,1,0.0007387982
0,0,1,0,0,1,0.03730203
1,0,1,1,0,1,0.07658276
1,1,1,1,1,1,0.04389802
1,1,1,1,1,1,0.1280513
1,1,0,1,1,0,0.110395536
1,1,1,1,1,1,0.05110202
1,1,1,1,1,1,0.035500046
1,1,1,1,1,1,0.0006398968
1,0,1,1,0,1,0.05505565
1,0,1,1,1,1,0.13165902
1,0,1,1,0,1,0.12913655
0,1,1,0,1,1,0.0858567
1,1,1,1,1,1,0.023762353
1,1,1,1,1,1,0.08946321
1,1,1,1,1,0,0.05951895
0,0,1,0,0,1,0.028602421
1,1,1,1,1,1,0.19692354
0,0,1,0,0,1,0.031749234
0,1,1,0,1,1,0.095663965
1,1,1,1,1,1,0.0670257
1,1,0,1,1,0,0.01792844
1,1,0,1,1,0,0.042891353
0,1,0,0,1,0,0.049247004
1,1,0,0,1,0,0.087618135
1,0,0,1,0,0,0.0025481575
1,1,1,1,1,1,0.0007300581
1,0,1,0,0,1,0.012490966
1,1,1,1,1,1,0.031523462
1,1,1,1,1,1,0.079081915
0,1,1,0,1,1,0.02843288
0,1,1,0,1,1,0.04667483
0,0,0,0,0,0,0.060372997
1,1,1,0,1,1,0.006953353
0,0,1,0,0,1,0.024238655
1,0,1,1,0,1,0.09488711
1,1,0,1,1,1,0.0007056376
1,1,1,1,1,1,0.00054811843
0,1,0,0,1,0,0.05028735
1,0,0,1,0,0,0.07186387
0,0,1,1,1,1,0.00069940754
0,1,1,0,1,1,0.0076596006
1,1,1,1,1,1,0.05380434
0,1,1,1,1,1,0.087091185
0,0,0,0,0,0,0.0495889
0,1,1,0,1,1,0.034456443
1,1,1,1,1,1,0.02120309
1,1,1,1,1,1,0.00080321723
1,1,0,1,1,0,0.031157281
1,0,1,1,0,1,0.088604756
0,1,1,0,1,1,0.1005752
1,0,1,0,0,1,0.119206265
1,0,0,1,0,0,0.045501117
1,1,1,1,1,1,0.02250604
0,1,1,0,1,1,0.012860885
1,0,1,1,0,1,0.012035844
1,0,0,1,0,0,0.02846156
1,1,1,0,1,1,0.034861688
0,0,1,0,0,1,0.018947976
1,1,1,1,1,1,0.017664017
1,1,1,1,1,1,0.0014542937
0,1,1,0,1,1,0.02493844
0,1,1,0,1,1,0.035139557
0,1,0,0,1,0,0.024902038
0,1,1,0,1,1,0.076266356
0,1,0,0,1,0,0.005396107
1,0,1,1,1,1,0.091915734
1,1,1,1,1,1,0.025184343
1,0,1,1,0,1,0.00808822
1,0,1,1,1,1,0.000563412
0,0,1,0,0,1,0.0048756395
1,1,1,0,1,1,0.04930429
1,0,1,0,0,1,0.101478204
1,1,1,1,1,1,0.11992564
1,1,1,1,1,1,0.15315638
1,0,0,1,0,0,0.06598881
1,1,1,1,1,1,0.032930706
1,0,1,1,0,1,0.03443012
1,1,1,1,1,1,0.01660141
1,1,1,1,1,1,0.0004958789
0,1,0,0,1,0,0.013054653
0,1,1,0,1,1,0.043194283
1,1,0,1,1,0,0.04018916
0,1,1,0,1,1,0.16581176
1,1,1,1,1,1,0.051739316
1,1,1,1,1,1,0.048795287
0,1,0,0,1,0,0.13494289
0,0,1,1,1,1,0.0004347386
1,1,1,1,1,1,0.0076641347
1,0,1,1,0,1,0.004584812
1,0,1,1,0,1,0.06880806
1,1,1,1,1,1,0.039321017
0,1,1,0,1,1,0.059046503
0,1,1,0,1,1,0.015363205
1,1,1,1,1,1,0.029589714
1,0,0,1,0,0,0.07452446
1,0,1,0,0,1,0.10245622
0,0,1,0,0,1,0.0320077
1,1,1,1,1,1,0.024256399
1,1,0,1,1,0,0.015279354
0,1,1,1,1,1,0.09264895
1,0,1,1,0,1,0.11111157
1,1,0,1,0,0,0.043412857
0,1,1,0,1,1,0.079814695
0,0,0,1,1,1,0.0007659266
1,1,1,1,1,1,0.10215242
1,1,1,1,1,1,0.018500432
0,1,1,0,1,1,0.054387502
0,1,1,1,1,1,0.0149963675
1,1,1,1,1,1,0.03499396
0,1,1,0,1,1,0.08177985
1,0,1,1,1,1,0.09207321
1,0,0,1,0,0,0.06532076
0,0,1,0,0,1,0.016033495
1,1,1,1,1,1,0.0006607575
1,0,1,1,1,1,0.0008273192
0,1,0,0,1,0,0.028076015
1,1,1,1,1,1,0.056860313
0,0,1,1,0,1,0.03270847
1,0,1,0,0,1,0.11018861
0,0,0,0,0,0,0.12241167
1,1,0,1,1,0,0.05358646
0,1,1,0,1,1,0.022577388
1,0,0,1,0,0,0.061748005
0,0,1,1,1,1,0.00090735167
0,0,1,0,0,1,0.03205677
0,1,1,0,1,1,0.018435212
1,1,1,1,1,1,0.13615489
0,1,0,0,1,0,0.022067256
0,0,1,0,1,1,0.00067137973
0,0,1,0,0,1,0.034826063
1,1,0,1,1,1,0.016387098
1,1,1,1,1,1,0.049432755
1,0,0,1,0,0,0.09825477
1,1,1,1,1,1,0.00042914075
1,1,1,1,1,1,0.0063097626
1,0,1,1,0,1,0.043222345
1,1,0,1,1,0,0.032625176
1,1,0,1,1,0,0.039471272
0,1,0,0,1,0,0.11096964
1,0,1,1,0,1,0.04297839
1,0,1,1,0,1,0.08982209
1,1,0,1,1,0,0.0013207339
0,1,1,0,1,1,0.021082718
0,0,1,1,0,1,0.014862217
0,1,1,0,1,1,0.018415399
1,1,1,1,1,1,0.0037500728
0,1,0,1,1,0,0.03082497
1,0,0,1,0,0,0.023216078
1,0,1,1,1,1,0.000884835
1,0,1,1,0,1,0.012573482
1,1,1,1,1,1,0.031441662
1,0,1,1,1,1,0.0006068098
0,1,1,0,1,1,0.01202388
1,1,1,1,0,1,0.05078615
1,1,1,1,1,1,0.0064748754
0,1,1,0,1,1,0.029003039
0,1,1,1,1,1,0.07351483
1,1,1,1,1,1,0.014574664
0,1,1,0,1,1,0.063616455
1,1,1,1,1,1,0.11184501
1,0,1,1,0,1,0.014057044
1,1,0,1,1,0,0.073711984
1,0,1,1,0,1,0.032970473
0,0,1,0,0,1,0.07660247
0,0,0,0,0,0,0.018736977
0,1,0,0,1,0,0.0543477
0,0,1,0,0,1,0.0824154
0,1,1,0,1,1,0.022065502
0,0,0,0,0,0,0.04188428
0,1,1,0,1,1,0.12424248
1,1,0,1,1,1,0.091688596
0,0,1,0,0,1,0.037176196
0,1,1,1,1,1,0.044173013
1,1,1,1,1,1,0.050807394
1,1,0,1,1,0,0.019014472
1,1,1,1,1,1,0.0007850722
1,0,1,1,1,1,0.07790556
1,0,1,1,1,1,0.046948045
0,1,1,0,1,1,0.057200454
0,1,1,0,1,1,0.073683485
1,0,0,1,0,0,0.04063399
1,0,1,1,0,1,0.034659382
1,1,0,1,1,1,0.00149005
1,1,0,1,1,0,0.059276227
0,1,1,1,1,1,0.019549266
0,1,1,0,1,1,0.025689447
0,1,0,0,1,0,0.028811973
1,1,1,1,1,1,0.03135221
1,0,1,1,0,1,0.056232568
1,0,0,1,0,0,0.024132185
1,1,1,1,1,1,0.03310559
0,1,1,0,1,1,0.03709883
1,1,1,1,1,1,0.016146291
1,0,0,1,0,0,0.025946118
0,0,1,1,0,1,0.020627126
1,0,1,1,0,1,0.0925766
1,0,1,1,0,1,0.019688359
1,1,1,1,1,1,0.02598634
0,1,1,1,1,1,0.002068305
0,1,1,1,1,1,0.0009525458
1,1,1,1,1,1,0.023383856
1,1,1,1,1,1,0.023625785
0,0,0,0,0,0,0.06036629
0,1,0,0,1,0,0.036042277
1,1,1,1,0,1,0.05626606
0,0,0,0,0,0,0.0012571294
1,1,1,1,1,1,0.07559443
0,1,1,0,1,1,0.0070596593
1,1,1,1,1,1,0.13969442
1,1,1,1,1,1,0.20832926
0,1,1,0,1,1,0.052221123
1,0,1,1,0,1,0.0027444777
0,1,0,0,1,0,0.0069869356
1,1,0,1,1,0,0.013504637
1,0,1,1,1,1,0.2342993
1,0,0,1,0,1,0.048856735
0,0,1,1,1,1,0.0006241839
1,1,1,1,1,1,0.03451182
0,1,0,1,1,1,0.00075362535
1,0,1,1,0,1,0.019177841
1,1,1,1,1,1,0.02730034
0,1,1,1,1,1,0.08234753
0,1,1,0,1,1,0.08465801
1,0,0,1,0,1,0.0051627294
0,1,1,0,1,1,0.059059113
1,0,0,1,1,1,0.00069147715
1,1,1,0,1,1,0.009534102
1,0,0,1,0,0,0.07521734
1,0,0,1,0,0,0.037975863
0,1,1,0,1,1,0.052798513
0,1,1,0,1,1,0.058279578
0,1,1,1,1,1,0.0010485894
1,0,1,1,0,1,0.09056635
1,0,0,1,1,1,0.00087961066
1,1,1,1,1,1,0.012889087
1,1,0,1,1,0,0.019093355
0,1,1,0,1,1,0.056417078
1,0,1,1,0,1,0.0049234508
1,1,1,1,1,1,0.0439418
0,1,1,0,1,1,0.026146848
1,1,1,1,1,1,0.00050320156
1,1,0,1,1,1,0.1782308
1,0,0,1,0,0,0.022823222
1,0,1,1,0,1,0.12156046
0,0,0,0,0,0,0.12376223
1,0,1,1,0,1,0.06669943
1,1,1,1,1,1,0.03141648
1,1,1,1,1,1,0.0008057386
0,1,1,0,1,1,0.07937695
1,1,1,1,1,1,0.19571787
1,0,0,1,0,0,0.069881804
1,1,1,1,1,1,0.0052316384
1,1,1,1,1,1,0.0756999
1,1,1,1,1,1,0.0007293847
0,0,0,0,0,0,0.092298105
1,0,1,1,0,1,0.018172938
0,0,1,0,0,1,0.07506283
0,1,0,0,1,0,0.108624265
0,1,1,0,1,1,0.024609111
0,0,1,0,0,1,0.0074514584
1,1,1,1,1,1,0.04186548
0,1,0,0,1,0,0.019383393
1,0,0,1,0,0,0.039885066
0,1,0,0,1,0,0.018390419
1,1,1,1,1,1,0.011755853
1,1,1,1,1,1,0.040411092
1,1,1,1,1,1,0.062521
1,1,0,1,1,1,0.032400932
1,0,1,1,0,1,0.09264806
1,1,1,1,1,1,0.009047721
1,1,1,1,1,1,0.030699296
1,0,0,1,0,0,0.077238105
1,0,1,1,0,1,0.08279476
0,1,1,0,1,1,0.039814647
0,1,1,1,1,1,0.067244045
1,1,1,1,1,1,0.0044488977
0,1,1,0,1,1,0.023441937
1,1,1,1,1,1,0.19459186
0,0,1,0,0,1,0.024207432
1,0,0,1,0,0,0.0116922585
0,0,1,0,0,1,0.026322119
1,0,0,0,0,0,0.012146955
0,0,0,0,0,0,0.014690459
1,1,1,1,1,1,0.03510067
1,0,0,1,0,0,0.124392405
1,1,0,1,1,0,0.06861946
1,0,1,1,0,1,0.027097166
1,1,0,1,1,0,0.102550395
1,1,0,1,1,0,0.012489556
0,1,0,0,1,0,0.100216754
0,1,1,0,1,1,0.016004955
0,1,1,0,1,1,0.013657692
0,1,1,0,1,1,0.072586745
0,0,1,1,1,1,0.0007839916
0,1,1,1,1,1,0.00079480966
1,0,1,1,0,1,0.006943501
1,1,1,1,1,1,0.065947555
0,1,1,0,1,1,0.05541966
1,1,1,1,1,1,0.052605174
1,1,1,1,1,1,0.021507172
0,1,1,0,1,1,0.048076283
1,1,0,1,1,0,0.0018892735
1,1,0,1,1,0,0.08892092
1,1,1,1,1,1,0.10125199
1,1,1,1,1,1,0.09176264
0,1,0,0,1,0,0.008079563
0,1,1,0,1,1,0.033798784
0,1,1,0,1,1,0.029013788
1,1,1,1,1,1,0.012911099
0,1,1,1,1,1,0.09098173
0,1,1,0,1,1,0.075654805
0,1,0,0,1,0,0.008868801
1,0,1,1,0,1,0.09874095
1,0,1,1,0,1,0.043840736
0,1,1,1,1,1,0.00075561536
0,1,1,0,1,1,0.056510255
1,1,1,1,1,1,0.02402715
0,0,1,0,0,1,0.021541014
0,0,1,1,1,1,0.091632016
1,0,0,1,0,0,0.12838508
1,1,1,1,1,1,0.022297794
1,1,1,1,1,1,0.013151787
1,1,1,1,1,1,0.0924262
0,1,1,0,1,1,0.07874644
1,0,1,1,0,1,0.080393925
1,0,1,1,1,1,0.0008382558
1,1,1,1,1,1,0.023912916
1,0,1,1,0,1,0.019967973
1,0,1,1,0,1,0.06336889
0,0,1,0,0,1,0.016604142
0,1,0,1,1,1,0.091483556
0,1,1,0,1,1,0.053209268
1,0,0,1,0,0,0.011812267
0,1,0,0,1,0,0.012043911
1,0,1,1,0,1,0.0100004645
1,0,1,1,1,1,0.00083490147
0,0,0,0,0,0,0.013013509
0,0,0,0,0,0,0.03901335
1,1,0,1,1,0,0.21563725
1,1,1,1,1,1,0.091887735
1,0,0,1,0,0,0.022608973
1,1,1,1,1,1,0.031931754
0,1,1,0,1,1,0.0574364
1,1,0,1,1,0,0.01636018
1,1,0,1,1,0,0.030803002
1,0,0,1,0,0,0.12660518
0,1,0,1,1,0,0.07275991
1,0,0,1,0,0,0.057454113
1,1,0,1,1,0,0.05487062
1,1,1,0,1,1,0.20395088
0,1,0,0,1,0,0.06578609
1,0,1,1,0,1,0.015350151
0,0,1,0,0,1,0.10676217
0,1,1,0,1,1,0.021222021
1,1,0,1,1,0,0.042865068
1,1,0,1,1,1,0.00042453664
0,1,0,1,1,0,0.08754458
0,1,0,0,1,0,0.017298449
1,0,1,1,0,1,0.0037510335
0,0,0,0,0,0,0.023576446
0,1,0,1,1,0,0.025011634
1,1,1,1,1,1,0.017426923
1,0,1,1,0,1,0.07648666
1,0,1,1,0,1,0.03929533
0,0,0,1,1,1,0.092571706
1,0,1,1,0,1,0.038400155
1,1,1,1,1,1,0.00082027214
1,1,1,1,1,1,0.028814334
1,0,1,1,1,1,0.09208003
0,0,1,0,0,1,0.03340507
1,1,0,1,1,0,0.07171722
1,0,1,1,0,1,0.009339373
0,1,1,0,0,1,0.0527238
1,1,1,1,1,1,0.09706562
0,1,1,0,1,1,0.0075340066
1,1,1,1,1,1,0.21464315
0,1,1,0,1,1,0.07889708
0,1,1,0,1,1,0.06116031
0,1,0,0,1,0,0.059106447
1,1,1,1,1,1,0.096336775
0,1,0,0,1,0,0.0054632043
1,0,1,1,0,1,0.1299681
1,1,1,1,1,1,0.038097616
1,0,1,1,0,1,0.01899426
0,1,1,1,1,1,0.00054647523
0,1,1,0,1,1,0.13590443
1,1,1,1,1,1,0.01471908
1,0,1,1,0,1,0.005834015
1,0,0,1,0,1,0.03928677
0,1,0,0,1,0,0.019769376
1,0,1,1,0,1,0.08977175
1,1,1,1,1,1,0.13952722
1,0,0,1,0,0,0.10909448
0,1,1,0,1,1,0.031012133
0,1,1,0,1,1,0.044002637
0,1,1,1,1,1,0.092308246
0,0,1,0,0,1,0.10546163
1,0,1,1,0,1,0.06434294
0,0,1,0,0,1,0.056557037
1,1,1,1,1,1,0.032693006
0,0,1,0,0,1,0.09013545
0,1,1,0,1,1,0.008475066
0,0,0,0,0,0,0.04281254
0,0,1,0,0,1,0.014342235
1,0,1,1,0,1,0.014304795
1,1,1,1,1,1,0.012185801
1,1,0,1,1,0,0.008059208
1,1,1,1,1,1,0.060789704
1,1,1,1,1,1,0.049965285
0,1,0,0,1,0,0.00938209
0,1,0,0,1,0,0.19102673
1,0,1,1,0,1,0.026525678
0,1,0,0,1,0,0.010071955
1,1,1,1,1,1,0.0005004469
1,1,0,1,1,0,0.073287144
1,1,1,1,1,1,0.017544834
0,1,1,0,1,1,0.048264634
1,1,0,1,1,0,0.044002227
0,1,1,0,1,1,0.11157438
0,0,1,0,0,1,0.014155226
0,1,1,0,1,1,0.13685568
1,0,1,0,0,1,0.015927205
1,1,0,1,1,0,0.017163958
1,1,1,1,1,1,0.09174426
1,1,1,1,1,1,0.00077122205
0,1,1,0,1,1,0.0157244
1,1,1,1,1,1,0.010850414
0,0,0,0,0,0,0.03493017
1,0,1,1,1,1,0.00044557144
0,0,1,0,0,1,0.032073423
0,1,1,0,1,1,0.10843629
0,0,1,1,1,1,0.00080447056
1,0,0,1,0,0,0.042734288
1,1,1,1,1,1,0.016991084
0,0,1,0,0,1,0.067317866
1,1,1,1,1,1,0.080735296
1,1,0,1,1,0,0.10229142
1,0,1,1,1,1,0.0014328952
1,1,0,1,1,0,0.017626692
0,1,1,0,1,1,0.027223295
0,1,1,0,1,1,0.080668524
1,1,1,1,1,1,0.07321402
1,0,1,1,0,1,0.01942553
1,0,1,1,1,1,0.0012944224
0,0,0,1,1,1,0.0007002493
0,0,1,0,0,1,0.07206989
0,0,1,1,1,1,0.0004558187
1,1,1,1,1,1,0.0007658027
1,1,0,1,1,0,0.039615344
1,1,1,1,1,1,0.00072169444
1,0,1,1,0,1,0.076858066
0,0,1,0,0,1,0.020924168
1,1,1,1,1,1,0.058393784
1,0,1,1,0,1,0.034338765
1,1,0,1,1,0,0.14469445
1,0,0,1,0,0,0.10790999
0,1,1,1,1,1,0.12651087
1,1,1,1,1,1,0.09340023
0,1,1,0,1,1,0.045781985
1,0,0,1,0,0,0.0807096
0,1,0,0,1,0,0.017217916
1,1,0,1,1,0,0.009907856
0,1,1,1,1,1,0.009281856
0,0,0,0,0,0,0.10495248
1,1,1,1,1,1,0.046087332
1,0,0,0,0,0,0.048772085
1,0,1,1,1,1,0.091546685
0,1,1,0,1,1,0.07436859
1,1,1,1,1,1,0.13219771
1,1,0,1,1,0,0.009829542
1,0,1,1,0,1,0.027762825
0,1,1,1,1,1,0.0007093953
1,0,1,1,0,1,0.019293299
1,1,0,1,1,0,0.025236188
1,1,1,1,1,1,0.062789805
0,1,1,1,1,1,0.0006234239
1,1,0,1,1,0,0.06489485
0,1,1,0,1,1,0.015241336
1,1,0,1,1,0,0.10474733
1,1,1,1,1,1,0.021678992
1,0,1,1,0,1,0.15905716
0,0,1,0,0,1,0.03072439
1,1,1,1,1,1,0.0054920968
1,1,1,1,1,1,0.023921685
0,1,1,0,1,1,0.008623271
1,0,1,1,0,1,0.093422405
0,0,1,0,0,1,0.107656844
1,1,1,1,1,1,0.0008393222
1,0,1,1,1,1,0.0007531226
0,1,0,0,1,0,0.020831408
1,1,1,1,1,1,0.00464564
1,0,1,1,0,1,0.057387944
0,1,1,0,1,1,0.028407844
1,1,1,1,1,1,0.028797884
0,1,1,1,1,1,0.0008558777
0,1,0,0,1,0,0.07059367
0,1,1,0,1,1,0.030224774
0,1,1,0,1,1,0.014647584
1,0,1,1,0,1,0.16783707
0,1,1,0,1,1,0.089340314
1,0,0,1,1,1,0.00089058495
1,1,1,1,1,1,0.015961485
0,1,0,0,1,0,0.024610126
1,1,1,1,1,1,0.078082964
0,0,0,0,0,0,0.10469402
0,0,1,0,0,1,0.023248384
0,1,1,0,1,1,0.071337
1,0,0,0,0,0,0.018567845
0,1,1,0,1,1,0.03387798
0,1,1,0,1,1,0.0164202
1,1,1,1,1,1,0.0038509904
0,1,1,0,1,1,0.03679803
0,0,1,0,0,1,0.07343253
1,1,1,1,1,1,0.057818536
1,0,1,1,0,1,0.047707442
1,0,0,1,0,0,0.042011417
1,1,1,1,1,1,0.09118946
1,0,0,1,0,0,0.0074692206
0,1,1,0,1,1,0.054974254
1,1,0,1,1,1,0.00068335584
1,1,1,0,1,1,0.010729567
0,0,1,1,0,1,0.14420961
1,0,1,1,1,1,0.0007064992
1,1,1,1,1,1,0.05307121
0,1,1,0,1,1,0.04238194
1,1,1,1,1,1,0.0018982361
0,1,1,0,1,1,0.031786107
0,1,1,0,1,1,0.027427696
1,1,0,1,1,0,0.019313367
0,1,0,0,1,0,0.01774811
0,1,0,0,1,0,0.05203719
1,1,1,1,1,1,0.014351908
0,0,1,1,1,1,0.0007732485
1,1,1,1,1,1,0.0064682784
1,1,0,1,1,0,0.03675806
0,1,1,0,1,1,0.12059137
0,0,0,0,0,0,0.07221445
1,1,1,1,1,1,0.0141790295
0,1,1,0,1,1,0.074184805
0,1,1,0,1,1,0.08046042
1,1,1,1,1,1,0.07015026
