gender_gt,income_gt,education_gt,gender_pred,income_pred,education_pred,MSE_Loss,,,,,,,,
1,0,1,1,0,1,0.06581245,,,,,,,,
1,1,0,1,1,0,0.1538584,,,,,,,,
0,0,0,1,0,0,0.052043878,,,,,,,,
1,0,1,1,0,1,0.02555917,,,,,,,,
0,0,1,1,0,1,0.08529717,,,,,,,,
0,0,1,0,0,1,0.04451173,,,,,,,,
1,1,0,1,1,1,0.014856129,,,,,,,,
0,0,0,0,0,0,0.19428211,,,,,,,,
1,1,1,0,1,1,0.017096968,,,,,,,,
0,1,1,0,1,1,0.012816411,,,,,,,,
0,1,1,0,1,1,0.13076083,,,,,,,,
0,1,0,0,1,0,0.10032983,,,,,,,,
0,0,1,0,0,1,0.01209885,,,,,,,,
1,1,1,1,1,1,0.022102274,,,,,,,,
0,0,0,0,0,0,0.002787166,,,,,,,,
0,0,0,0,0,0,0.04558148,,,,,,,,
1,1,1,0,1,1,0.34564045,,,,,,,,
0,1,0,0,1,0,0.016866026,,,,,,,,
0,1,1,1,1,1,0.1023601,,,,,,,,
1,1,0,0,0,0,0.001104328,,,,,,,,
0,0,1,0,0,1,0.004588554,,,,,,,,
0,0,1,0,0,1,0.002998153,,,,,,,,
0,1,0,0,1,0,0.018167887,,,,,,,,
0,0,0,0,0,0,0.013662884,,,,,,,,
0,1,1,0,0,1,0.004595365,,,,,,,,
0,1,1,0,0,1,0.180683,,,,,,,,
0,1,1,1,1,1,0.031142194,,,,,,,,
0,1,0,0,1,0,0.001105359,,,,,,,,
0,1,1,0,1,1,0.000318933,,,,,,,,
0,0,1,1,0,1,0.05122376,,,,,,,,
1,0,0,0,0,1,0.004575516,,,,,,,,
0,0,0,1,0,0,0.007813122,,,,,,,,
0,1,1,0,1,1,0.1431852,,,,,,,,
0,0,1,0,0,1,0.03132482,,,,,,,,
0,0,0,0,0,0,0.04506522,,,,,,,,
0,1,0,0,1,0,0.015292401,,,,,,,,
0,0,0,0,0,0,0.00556104,,,,,,,,
0,1,1,0,1,1,0.013040845,,,,,,,,
1,0,0,1,0,0,0.050272793,,,,,,,,
0,1,1,0,1,1,0.20453009,,,,,,,,
0,0,1,0,0,1,0.13532463,,,,,,,,
0,1,0,0,1,0,0.002163826,,,,,,,,
0,0,0,1,0,0,0.2064798,,,,,,,,
1,0,1,0,0,1,0.004365262,,,,,,,,
1,0,0,1,0,0,0.11045435,,,,,,,,
0,0,1,0,0,1,0.07038117,,,,,,,,
0,1,1,0,1,0,0.12036832,,,,,,,,
1,0,0,0,0,0,0.033821497,,,,,,,,
0,0,0,0,0,1,0.1283016,,,,,,,,
0,0,1,0,0,1,0.020874847,,,,,,,,
0,0,1,0,0,1,0.032972425,,,,,,,,
1,0,0,1,0,0,0.022502635,,,,,,,,
1,1,0,1,1,0,0.010496583,,,,,,,,
0,1,1,0,1,1,0.0887518,,,,,,,,
1,1,1,1,1,1,0.063896425,,,,,,,,
1,1,1,0,0,1,0.004668228,,,,,,,,
1,1,1,1,1,1,0.0642997,,,,,,,,
0,0,1,0,0,1,0.003624646,,,,,,,,
0,0,0,0,0,1,0.06390199,,,,,,,,
0,0,0,1,0,0,0.07391815,,,,,,,,
0,0,0,0,0,0,0.01767143,,,,,,,,
1,1,1,1,1,1,0.040340737,,,,,,,,
0,0,1,0,0,1,0.01847764,,,,,,,,
0,1,1,0,0,1,0.004621403,,,,,,,,
0,0,1,0,0,1,0.011848373,,,,,,,,
0,1,0,0,1,1,0.12712057,,,,,,,,
0,0,1,1,0,1,0.02144672,,,,,,,,
0,1,1,0,1,1,0.08996387,,,,,,,,
0,1,0,0,1,0,0.1530348,,,,,,,,
0,0,0,0,0,0,0.04537509,,,,,,,,
1,1,0,1,1,0,0.045084815,,,,,,,,
1,0,1,0,0,1,0.06336033,,,,,,,,
0,1,0,1,1,0,0.010509492,,,,,,,,
0,0,1,1,0,1,0.1681106,,,,,,,,
0,0,0,0,0,1,2.53E-05,,,,,,,,
0,1,0,0,0,1,0.06352434,,,,,,,,
0,1,1,0,1,1,0.00025481,,,,,,,,
1,1,0,1,1,0,0.017875569,,,,,,,,
0,0,0,0,0,0,0.017473577,,,,,,,,
0,0,1,0,0,1,0.058902398,,,,,,,,
0,0,1,0,0,0,0.038154256,,,,,,,,
0,1,1,0,1,1,0.0297029,,,,,,,,
1,1,1,1,1,1,0.16822386,,,,,,,,
0,0,0,0,0,0,0.013713804,,,,,,,,
0,0,0,1,0,0,0.033568375,,,,,,,,
0,0,0,1,0,0,0.085512675,,,,,,,,
0,1,1,0,0,1,0.11247118,,,,,,,,
1,1,1,1,0,1,0.19175039,,,,,,,,
0,1,1,0,1,1,0.17557003,,,,,,,,
1,1,0,1,1,0,0.08381451,,,,,,,,
0,0,1,0,0,1,0.058848724,,,,,,,,
0,0,1,0,0,1,0.001790507,,,,,,,,
0,0,1,0,0,1,0.09186366,,,,,,,,
0,0,1,0,0,1,0.05999141,,,,,,,,
0,0,0,0,0,0,0.052940995,,,,,,,,
0,0,1,0,0,1,0.09718275,,,,,,,,
0,0,0,0,0,1,0.24631634,,,,,,,,
0,1,1,0,1,1,0.021133423,,,,,,,,
1,0,1,0,0,1,0.012168808,,,,,,,,
0,0,1,0,0,1,0.004605536,,,,,,,,
0,0,1,0,0,1,0.014392873,,,,,,,,
1,0,1,1,0,1,0.000633279,,,,,,,,
0,1,1,0,1,1,0.025064997,,,,,,,,
0,0,0,0,0,0,0.050561495,,,,,,,,
1,1,0,1,1,0,0.022237431,,,,,,,,
0,0,1,0,0,1,0.004558648,,,,,,,,
0,0,0,0,0,0,0.00232524,,,,,,,,
1,0,1,0,0,1,0.06668167,,,,,,,,
1,1,1,1,1,1,0.057616953,,,,,,,,
0,1,0,0,1,0,0.026203418,,,,,,,,
1,1,1,1,1,1,0.044440378,,,,,,,,
0,0,1,1,0,1,0.041966,,,,,,,,
0,1,1,0,1,1,0.001942379,,,,,,,,
0,0,0,0,0,0,0.14808187,,,,,,,,
0,0,0,0,0,0,0.14240034,,,,,,,,
0,0,0,1,1,1,0.052401017,,,,,,,,
0,1,1,0,1,1,0.025053877,,,,,,,,
0,1,1,0,1,1,0.003537783,,,,,,,,
0,0,1,0,0,1,0.044904422,,,,,,,,
1,1,1,1,1,1,0.31312594,,,,,,,,
1,0,1,0,0,1,0.031745743,,,,,,,,
0,0,0,0,0,0,0.021171732,,,,,,,,
0,1,0,0,1,0,0.017130643,,,,,,,,
0,0,0,1,0,0,0.25340194,,,,,,,,
1,1,0,1,1,0,0.017499462,,,,,,,,
1,1,1,0,1,1,0.20382294,,,,,,,,
0,1,0,0,1,0,0.04912959,,,,,,,,
0,1,0,0,1,0,0.004151744,,,,,,,,
1,1,1,1,1,1,0.08489296,,,,,,,,
0,1,1,0,1,1,0.076522075,,,,,,,,
1,0,1,0,0,1,0.003961484,,,,,,,,
1,0,1,1,0,1,0.14880307,,,,,,,,
0,1,1,0,1,1,0.09925788,,,,,,,,
0,0,1,0,0,0,0.10957971,,,,,,,,
0,1,0,0,1,0,0.05465647,,,,,,,,
0,0,1,0,0,1,0.0134744,,,,,,,,
1,0,1,1,0,1,0.098123506,,,,,,,,
0,0,1,0,0,1,0.034843136,,,,,,,,
1,0,0,0,0,1,0.004562873,,,,,,,,
1,1,0,1,1,0,0.121034786,,,,,,,,
1,1,1,1,1,1,0.13309948,,,,,,,,
0,1,1,0,1,1,0.1694846,,,,,,,,
0,1,1,0,1,1,0.07447069,,,,,,,,
1,1,1,1,1,1,0.015798964,,,,,,,,
0,0,1,0,0,1,0.061406832,,,,,,,,
0,1,1,0,1,1,0.02776233,,,,,,,,
0,1,1,0,1,1,0.113970764,,,,,,,,
0,1,1,0,1,1,0.008308752,,,,,,,,
0,1,0,0,1,0,0.10838553,,,,,,,,
0,1,1,0,1,1,0.08117997,,,,,,,,
0,1,1,1,1,1,0.14653845,,,,,,,,
0,0,0,1,0,0,0.036662422,,,,,,,,
1,1,1,1,1,0,0.09002487,,,,,,,,
0,1,1,0,1,1,0.012193263,,,,,,,,
1,1,1,1,1,1,0.12794204,,,,,,,,
0,0,0,0,0,0,0.042956248,,,,,,,,
0,1,1,0,1,1,0.004133381,,,,,,,,
0,0,1,0,0,0,0.030092336,,,,,,,,
0,1,0,0,1,1,0.009595532,,,,,,,,
0,0,1,0,0,1,0.1768687,,,,,,,,
1,1,1,1,1,1,0.01269159,,,,,,,,
0,0,0,0,0,0,0.008491237,,,,,,,,
0,0,1,0,0,1,0.062006883,,,,,,,,
0,0,0,1,0,0,0.12081542,,,,,,,,
0,1,1,0,1,1,0.010593487,,,,,,,,
1,0,0,0,0,1,0.000136479,,,,,,,,
0,0,0,0,0,0,0.000662961,,,,,,,,
0,0,1,0,0,1,0.07094432,,,,,,,,
0,1,0,0,1,0,0.022398205,,,,,,,,
0,0,1,0,0,1,0.075210065,,,,,,,,
0,1,1,0,1,1,0.08936109,,,,,,,,
0,0,0,0,0,0,0.027795212,,,,,,,,
1,0,1,1,0,1,0.060223714,,,,,,,,
0,1,1,0,0,1,0.00456025,,,,,,,,
0,1,1,0,1,1,0.003468237,,,,,,,,
0,0,0,1,0,0,0.024415266,,,,,,,,
1,1,1,0,1,1,0.049915023,,,,,,,,
1,0,0,1,0,0,0.08711307,,,,,,,,
0,0,0,0,1,1,4.08E-05,,,,,,,,
1,1,1,0,1,1,0.15216355,,,,,,,,
0,0,1,0,0,1,0.010474524,,,,,,,,
1,0,1,1,0,1,0.02967772,,,,,,,,
0,0,1,0,0,1,0.1347669,,,,,,,,
0,1,0,0,1,0,0.020014638,,,,,,,,
0,0,0,0,0,0,0.007477496,,,,,,,,
0,0,1,0,0,1,0.003965243,,,,,,,,
0,0,0,0,0,0,0.09981847,,,,,,,,
1,1,1,1,1,1,0.000214283,,,,,,,,
0,1,1,0,1,1,0.020307535,,,,,,,,
1,1,1,0,1,1,0.18754797,,,,,,,,
1,1,1,1,1,1,0.017349927,,,,,,,,
0,0,1,0,0,1,0.120962895,,,,,,,,
1,0,0,0,0,0,0.004369668,,,,,,,,
0,0,0,0,0,1,0.004496407,,,,,,,,
1,0,1,1,0,1,0.09349953,,,,,,,,
0,0,1,0,0,1,0.08182457,,,,,,,,
0,0,1,0,0,1,0.001700061,,,,,,,,
0,1,1,0,0,1,0.028493088,,,,,,,,
1,0,0,1,0,0,0.093847446,,,,,,,,
0,0,1,0,0,1,0.004460884,,,,,,,,
1,1,1,1,1,1,0.001399208,,,,,,,,
0,0,0,0,0,1,0.004635037,,,,,,,,
1,0,1,0,0,1,0.061389446,,,,,,,,
0,0,1,0,0,1,0.11917298,,,,,,,,
0,0,0,0,0,1,0.06082644,,,,,,,,
0,1,1,0,1,1,0.07764407,,,,,,,,
0,0,0,0,0,0,0.005196082,,,,,,,,
0,0,1,0,0,1,0.09099038,,,,,,,,
0,0,0,0,0,0,0.06296828,,,,,,,,
0,0,1,0,0,1,0.004614805,,,,,,,,
0,1,1,0,1,1,4.43E-05,,,,,,,,
0,1,0,0,1,0,0.012618214,,,,,,,,
0,0,1,0,0,1,0.10320242,,,,,,,,
0,0,1,0,0,1,0.000434626,,,,,,,,
1,1,0,1,1,0,0.05846672,,,,,,,,
0,0,0,0,0,0,0.03343364,,,,,,,,
0,1,0,0,1,0,0.077937864,,,,,,,,
1,0,1,0,0,1,0.17480606,,,,,,,,
1,0,1,0,0,1,0.00441654,,,,,,,,
0,0,1,0,0,1,0.019913374,,,,,,,,
0,1,1,0,0,1,0.004637835,,,,,,,,
0,0,0,0,0,0,0.008401968,,,,,,,,
0,1,0,0,0,1,0.00380689,,,,,,,,
0,0,1,0,0,1,0.004484623,,,,,,,,
1,0,0,1,0,0,0.07555828,,,,,,,,
0,0,1,0,0,1,0.003775475,,,,,,,,
0,0,0,0,1,0,0.18307811,,,,,,,,
0,1,0,0,1,0,0.000277691,,,,,,,,
1,0,0,1,0,0,0.000221763,,,,,,,,
0,1,0,0,1,0,0.024339154,,,,,,,,
0,1,1,0,1,1,0.04295537,,,,,,,,
1,0,1,1,0,1,0.007105756,,,,,,,,
0,0,1,0,0,1,0.004467524,,,,,,,,
1,1,1,1,1,1,0.01615151,,,,,,,,
0,1,0,0,1,0,0.054543003,,,,,,,,
0,1,1,0,1,0,0.2570735,,,,,,,,
1,0,1,1,0,1,0.003281482,,,,,,,,
0,1,0,0,1,0,0.007032879,,,,,,,,
0,1,0,0,1,0,0.035263315,,,,,,,,
0,0,1,0,0,1,0.001136503,,,,,,,,
0,1,0,0,1,0,0.000171052,,,,,,,,
0,0,0,0,0,0,0.086504005,,,,,,,,
1,0,1,1,0,1,0.025052626,,,,,,,,
0,1,0,0,1,0,0.018990021,,,,,,,,
1,0,0,0,0,0,0.06999018,,,,,,,,
1,0,0,0,0,1,0.004549116,,,,,,,,
0,1,0,0,1,0,0.014587143,,,,,,,,
0,1,1,0,1,1,0.07226098,,,,,,,,
1,1,0,0,0,1,0.004551543,,,,,,,,
0,0,1,0,0,1,0.034644786,,,,,,,,
1,1,0,0,1,0,0.05475821,,,,,,,,
0,0,1,0,0,1,0.008275876,,,,,,,,
0,1,1,0,0,0,0.14603136,,,,,,,,
1,1,0,0,0,1,0.00438465,,,,,,,,
0,0,0,0,0,0,0.03216478,,,,,,,,
0,0,0,0,0,0,0.018135874,,,,,,,,
0,0,0,0,0,1,7.81E-05,,,,,,,,
0,1,0,0,1,0,0.007142422,,,,,,,,
0,0,0,0,0,1,0.004657726,,,,,,,,
0,0,1,0,0,1,0.02193095,,,,,,,,
0,0,0,0,0,0,0.024105122,,,,,,,,
1,0,1,0,1,1,4.27E-05,,,,,,,,
1,0,0,1,0,0,0.019237781,,,,,,,,
0,1,1,0,0,1,0.00457054,,,,,,,,
0,1,0,0,1,0,0.02281814,,,,,,,,
0,1,0,0,1,0,0.029817961,,,,,,,,
1,0,0,0,0,1,0.004533885,,,,,,,,
0,0,1,0,0,1,0.48031452,,,,,,,,
0,0,0,0,0,0,0.08807448,,,,,,,,
1,0,0,0,0,1,0.004620491,,,,,,,,
0,1,0,0,1,0,0.005546203,,,,,,,,
0,0,0,0,1,1,4.05E-05,,,,,,,,
1,1,1,1,1,1,0.047126587,,,,,,,,
0,0,0,0,0,0,0.08081735,,,,,,,,
1,0,1,0,0,1,0.41790313,,,,,,,,
1,1,1,1,1,1,0.11596069,,,,,,,,
1,0,1,0,0,1,0.04079165,,,,,,,,
0,0,0,0,0,0,0.016490854,,,,,,,,
0,0,1,0,0,1,0.000319887,,,,,,,,
0,1,0,0,1,0,0.047420334,,,,,,,,
1,1,0,1,1,0,0.13252206,,,,,,,,
1,0,1,0,0,0,0.015562474,,,,,,,,
0,1,1,0,1,1,0.037522435,,,,,,,,
0,0,1,0,0,1,0.007377674,,,,,,,,
0,1,1,0,1,1,0.015897041,,,,,,,,
0,1,1,0,1,1,0.01093391,,,,,,,,
0,1,1,0,1,1,0.04396517,,,,,,,,
0,1,1,0,1,1,0.057295408,,,,,,,,
1,1,0,1,1,0,0.00357953,,,,,,,,
0,0,0,0,0,0,0.010421083,,,,,,,,
1,0,1,1,0,1,0.020316133,,,,,,,,
0,0,0,0,0,0,0.04384898,,,,,,,,
0,1,1,0,0,1,0.0637923,,,,,,,,
1,1,1,1,1,1,0.02813078,,,,,,,,
1,1,0,1,1,0,0.026568918,,,,,,,,
0,1,1,1,1,1,0.047309283,,,,,,,,
0,0,1,0,0,1,0.06290178,,,,,,,,
1,0,1,1,0,1,0.082478,,,,,,,,
0,1,0,0,1,0,0.076627284,,,,,,,,
1,0,0,0,0,0,0.039137065,,,,,,,,
1,1,0,1,1,0,0.006976615,,,,,,,,
1,0,1,0,0,1,0.03472648,,,,,,,,
0,0,1,0,0,1,0.001135565,,,,,,,,
0,1,0,0,1,0,0.029461557,,,,,,,,
1,1,1,1,1,1,0.16245542,,,,,,,,
1,0,0,0,0,1,0.04750799,,,,,,,,
0,0,1,0,0,1,0.032606386,,,,,,,,
0,1,1,0,1,1,0.060990464,,,,,,,,
1,0,1,1,0,1,0.020853885,,,,,,,,
1,0,1,1,0,1,0.05025399,,,,,,,,
0,0,0,0,0,0,0.008324797,,,,,,,,
1,1,1,1,1,1,0.03293177,,,,,,,,
